"Path","Dates range","Impressions","Clicks","CTR %","Avg. position","Avg. click position","Impressions for 1st position","Clicks from pos. 1","CTR % for pos. 1","Impressions for pos. 2-3","Clicks from pos. 2-3","CTR % for pos. 2-3","Avg. impression position for pos. 2-3","Avg. click position from pos. 2-3","Impressions for pos. 4-10","Clicks from pos. 4-10","CTR % for pos. 4-10","Avg. impression position for pos. 4-10","Avg. click position from pos. 4-10","Impressions for pos. 11-50","Clicks from pos. 11-50","CTR % for pos. 11-50","Avg. impression position for pos. 11-50","Avg. click position from pos. 11-50"
"/catalog/karkasnye-doma/karkasnyij-dom-dk-5/","2026-03-16 - 2026-06-14","40.00","11.00","27.50","4.65","1.27","9.00","8.00","88.89","14.00","3.00","21.43","2.29","2.00","12.00","0.00","0.00","7.25","","5.00","0.00","0.00","11.60",""
"/catalog/karkasnye-doma/dk-162/","2026-03-16 - 2026-06-14","39.00","2.00","5.13","5.90","1.50","3.00","1.00","33.33","14.00","1.00","7.14","2.64","2.00","17.00","0.00","0.00","7.82","","5.00","0.00","0.00","11.40",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-44/","2026-03-16 - 2026-06-14","39.00","7.00","17.95","5.90","3.43","2.00","2.00","100.00","8.00","2.00","25.00","2.63","3.00","26.00","3.00","11.54","6.69","5.33","3.00","0.00","0.00","11.00",""
"/catalog/karkasnye-doma/dk-126/","2026-03-16 - 2026-06-14","38.00","0.00","0.00","5.58","","2.00","0.00","0.00","10.00","0.00","0.00","2.00","","24.00","0.00","0.00","5.83","","2.00","0.00","0.00","25.00",""
"/catalog/karkasnye-doma/dk-198/","2026-03-16 - 2026-06-14","38.00","1.00","2.63","9.05","9.00","0.00","0.00","","0.00","0.00","","","","33.00","1.00","3.03","8.67","9.00","5.00","0.00","0.00","11.60",""
"/portfolio/karkasnye-doma/page-3/","2026-03-16 - 2026-06-14","37.00","0.00","0.00","2.81","","3.00","0.00","0.00","25.00","0.00","0.00","2.20","","8.00","0.00","0.00","4.25","","1.00","0.00","0.00","12.00",""
"/articles/stroitelstvo/chto-vazhno-uchest-pri-proektirovanii-bani-iz-brusa/","2026-03-16 - 2026-06-14","37.00","0.00","0.00","9.43","","0.00","0.00","","1.00","0.00","0.00","2.00","","22.00","0.00","0.00","7.86","","14.00","0.00","0.00","12.43",""
"/articles/stroitelstvo/pravda-o-domah-iz-profilirovannogo-brusa-razveivaem-mify/","2026-03-16 - 2026-06-14","37.00","2.00","5.41","10.54","12.50","0.00","0.00","","0.00","0.00","","","","18.00","1.00","5.56","7.94","5.00","19.00","1.00","5.26","13.00","20.00"
"/articles/stroitelstvo/dom-pmzh-kak-stroit/","2026-03-16 - 2026-06-14","36.00","0.00","0.00","8.83","","0.00","0.00","","0.00","0.00","","","","26.00","0.00","0.00","7.46","","10.00","0.00","0.00","12.40",""
"/katalog/karkasnyie-doma?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Master-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","35.00","35.00","100.00","5.80","5.80","3.00","3.00","100.00","0.00","0.00","","","","32.00","32.00","100.00","6.25","6.25","0.00","0.00","","",""
"/catalog/karkasnye-doma/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-RSYA-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","35.00","35.00","100.00","6.06","6.06","0.00","0.00","","0.00","0.00","","","","35.00","35.00","100.00","6.06","6.06","0.00","0.00","","",""
"/articles/stroitelstvo/kak-zashhitit-derevyannyj-dom-ot-nasekomyh-vreditelej/","2026-03-16 - 2026-06-14","35.00","0.00","0.00","10.46","","0.00","0.00","","0.00","0.00","","","","17.00","0.00","0.00","8.24","","18.00","0.00","0.00","12.56",""
"/catalog/doma-pod-klyuch/pmzh/","2026-03-16 - 2026-06-14","34.00","0.00","0.00","4.18","","8.00","0.00","0.00","13.00","0.00","0.00","2.08","","10.00","0.00","0.00","7.00","","3.00","0.00","0.00","12.33",""
"/articles/fundamenty/nageli-v-derevyannom-dome-znachenie-i-funkcii/","2026-03-16 - 2026-06-14","34.00","0.00","0.00","15.38","","0.00","0.00","","3.00","0.00","0.00","3.00","","9.00","0.00","0.00","7.44","","22.00","0.00","0.00","20.32",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-51/","2026-03-16 - 2026-06-14","34.00","4.00","11.76","4.24","2.00","4.00","2.00","50.00","15.00","1.00","6.67","2.20","2.00","12.00","1.00","8.33","5.67","4.00","3.00","0.00","0.00","13.00",""
"/articles/osobennosti-i-sovety/valmovaya-krisha-doma/","2026-03-16 - 2026-06-14","34.00","0.00","0.00","13.76","","0.00","0.00","","0.00","0.00","","","","10.00","0.00","0.00","8.00","","24.00","0.00","0.00","16.17",""
"/articles/stroitelstvo/kholodnyy-cherdak-v-karkasnom-dome-stoit-li-delat/","2026-03-16 - 2026-06-14","34.00","0.00","0.00","10.62","","0.00","0.00","","4.00","0.00","0.00","2.25","","14.00","0.00","0.00","8.14","","16.00","0.00","0.00","14.88",""
"/catalog/karkasnye-doma/9x6/","2026-03-16 - 2026-06-14","34.00","0.00","0.00","5.38","","0.00","0.00","","1.00","0.00","0.00","2.00","","32.00","0.00","0.00","5.25","","1.00","0.00","0.00","13.00",""
"/catalog/doma-pod-klyuch/5-9mln/","2026-03-16 - 2026-06-14","34.00","0.00","0.00","8.12","","0.00","0.00","","5.00","0.00","0.00","2.40","","26.00","0.00","0.00","8.27","","3.00","0.00","0.00","16.33",""
"/catalog/karkasnye-doma/malenkie-doma/page-2/","2026-03-16 - 2026-06-14","33.00","1.00","3.03","2.91","2.00","2.00","0.00","0.00","24.00","1.00","4.17","2.38","2.00","7.00","0.00","0.00","5.29","","0.00","0.00","","",""
"/articles/stroitelstvo/osnovnye-vidy-karkasnoj-tehnologii/","2026-03-16 - 2026-06-14","33.00","0.00","0.00","9.64","","0.00","0.00","","3.00","0.00","0.00","3.00","","20.00","0.00","0.00","6.65","","10.00","0.00","0.00","17.60",""
"/articles/stroitelstvo/oshibki-pri-stroitelstve-domov-iz-brusa/","2026-03-16 - 2026-06-14","32.00","0.00","0.00","9.63","","0.00","0.00","","0.00","0.00","","","","22.00","0.00","0.00","8.73","","10.00","0.00","0.00","11.60",""
"/articles/stroitelstvo/glavnye-otlichiya-karkasnyh-ot-karkasno-shhitovyh-domov/","2026-03-16 - 2026-06-14","32.00","1.00","3.13","18.53","22.00","0.00","0.00","","0.00","0.00","","","","8.00","0.00","0.00","7.63","","24.00","1.00","4.17","22.17","22.00"
"/catalog/karkasnye-doma/dk-187/","2026-03-16 - 2026-06-14","32.00","4.00","12.50","4.91","3.75","3.00","3.00","100.00","9.00","0.00","0.00","2.56","","18.00","0.00","0.00","6.00","","2.00","1.00","50.00","11.50","12.00"
"/catalog/karkasnye-doma/1.5-3mln/","2026-03-16 - 2026-06-14","32.00","4.00","12.50","4.31","3.25","2.00","2.00","100.00","15.00","0.00","0.00","2.27","","14.00","2.00","14.29","5.86","5.50","1.00","0.00","0.00","20.00",""
"/catalog/karkasnye-doma/10x7/","2026-03-16 - 2026-06-14","32.00","1.00","3.13","6.75","13.00","0.00","0.00","","1.00","0.00","0.00","2.00","","28.00","0.00","0.00","6.18","","3.00","1.00","33.33","13.67","13.00"
"/articles/stroitelstvo/zashita-karkasny-dom-ot-mishey/","2026-03-16 - 2026-06-14","31.00","0.00","0.00","17.06","","0.00","0.00","","2.00","0.00","0.00","3.00","","8.00","0.00","0.00","9.25","","21.00","0.00","0.00","21.38",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-33/","2026-03-16 - 2026-06-14","31.00","2.00","6.45","9.23","1.50","2.00","1.00","50.00","1.00","1.00","100.00","2.00","2.00","18.00","0.00","0.00","8.11","","10.00","0.00","0.00","13.60",""
"/portfolio/karkasnye-doma/dom-v-kp-mechta/","2026-03-16 - 2026-06-14","31.00","0.00","0.00","10.39","","0.00","0.00","","0.00","0.00","","","","14.00","0.00","0.00","9.29","","17.00","0.00","0.00","11.29",""
"/articles/vybiraem/material-na-kryshu-doma-chto-vybrat-dlya-karkasnika-chtoby-ne-pozhalet/","2026-03-16 - 2026-06-14","31.00","3.00","9.68","8.87","7.00","0.00","0.00","","1.00","0.00","0.00","3.00","","19.00","3.00","15.79","7.68","7.00","11.00","0.00","0.00","11.45",""
"/articles/","2026-03-16 - 2026-06-14","31.00","0.00","0.00","15.97","","0.00","0.00","","1.00","0.00","0.00","3.00","","18.00","0.00","0.00","8.39","","12.00","0.00","0.00","28.42",""
"/articles/stroitelstvo/doska-dlia-karkasnogo-doma/","2026-03-16 - 2026-06-14","31.00","0.00","0.00","37.71","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","31.00","0.00","0.00","37.71",""
"/articles/stroitelstvo/silovoj-karkas-doma-chto-eto/","2026-03-16 - 2026-06-14","31.00","0.00","0.00","11.26","","0.00","0.00","","2.00","0.00","0.00","2.50","","11.00","0.00","0.00","8.64","","18.00","0.00","0.00","13.83",""
"/portfolio/karkasnye-doma/dom-v-gromovo/","2026-03-16 - 2026-06-14","31.00","1.00","3.23","12.90","5.00","0.00","0.00","","1.00","0.00","0.00","3.00","","15.00","1.00","6.67","7.27","5.00","15.00","0.00","0.00","19.20",""
"/articles/remont-i-otdelka/karkasnyj-dom-otdelka-fasada-plankenom/","2026-03-16 - 2026-06-14","30.00","0.00","0.00","15.13","","0.00","0.00","","0.00","0.00","","","","16.00","0.00","0.00","8.06","","14.00","0.00","0.00","23.21",""
"/articles/stroitelstvo/ustrojstvo-pola-v-bane-iz-brusa/","2026-03-16 - 2026-06-14","30.00","1.00","3.33","12.13","17.00","0.00","0.00","","1.00","0.00","0.00","3.00","","6.00","0.00","0.00","8.17","","23.00","1.00","4.35","13.57","17.00"
"/articles/osobennosti-i-sovety/sushka-doma-iz-brusa/","2026-03-16 - 2026-06-14","30.00","0.00","0.00","15.37","","0.00","0.00","","0.00","0.00","","","","13.00","0.00","0.00","8.08","","17.00","0.00","0.00","20.94",""
"/catalog/karkasnye-doma/do-1.5mln/","2026-03-16 - 2026-06-14","30.00","2.00","6.67","3.20","1.00","5.00","2.00","40.00","15.00","0.00","0.00","2.00","","9.00","0.00","0.00","5.56","","1.00","0.00","0.00","11.00",""
"/catalog/karkasnye-doma/dk-148/","2026-03-16 - 2026-06-14","29.00","2.00","6.90","4.31","1.00","3.00","2.00","66.67","13.00","0.00","0.00","2.77","","13.00","0.00","0.00","6.62","","0.00","0.00","","",""
"/articles/stroitelstvo/srok-sluzhby-karkasnogo-doma-schitaetsya-li-zhile-dolgovechnym/","2026-03-16 - 2026-06-14","29.00","0.00","0.00","27.72","","0.00","0.00","","1.00","0.00","0.00","3.00","","6.00","0.00","0.00","8.00","","22.00","0.00","0.00","34.23",""
"/catalog/karkasnye-doma/dk-206/","2026-03-16 - 2026-06-14","29.00","2.00","6.90","7.59","1.00","4.00","2.00","50.00","5.00","0.00","0.00","2.40","","13.00","0.00","0.00","7.85","","7.00","0.00","0.00","14.57",""
"/articles/stroitelstvo/vygodno-li-otaplivat-karkasnyj-dom-elektrichestvom/","2026-03-16 - 2026-06-14","29.00","1.00","3.45","12.97","21.00","0.00","0.00","","0.00","0.00","","","","12.00","0.00","0.00","8.42","","17.00","1.00","5.88","16.18","21.00"
"/catalog/karkasnye-doma/dk-180/","2026-03-16 - 2026-06-14","28.00","0.00","0.00","6.11","","2.00","0.00","0.00","4.00","0.00","0.00","2.50","","17.00","0.00","0.00","6.00","","5.00","0.00","0.00","11.40",""
"/portfolio/karkasnye-doma/dom-v-kiselne/","2026-03-16 - 2026-06-14","28.00","0.00","0.00","7.93","","0.00","0.00","","0.00","0.00","","","","23.00","0.00","0.00","7.13","","5.00","0.00","0.00","11.60",""
"/catalog/karkasnye-doma/ot-150m2/page-2/","2026-03-16 - 2026-06-14","28.00","0.00","0.00","2.71","","0.00","0.00","","24.00","0.00","0.00","2.08","","3.00","0.00","0.00","5.00","","1.00","0.00","0.00","11.00",""
"/articles/stroitelstvo/plesen-v-derevyannom-dome-kak-i-pochemu/","2026-03-16 - 2026-06-14","27.00","0.00","0.00","10.96","","0.00","0.00","","0.00","0.00","","","","15.00","0.00","0.00","7.00","","12.00","0.00","0.00","15.92",""
"/articles/remont-i-otdelka/otdelka-i-uteplenie-cokolya-karkasnogo-doma/","2026-03-16 - 2026-06-14","27.00","0.00","0.00","20.04","","0.00","0.00","","0.00","0.00","","","","8.00","0.00","0.00","9.38","","19.00","0.00","0.00","24.53",""
"/articles/stroitelstvo/konopatka-domov-iz-brusa-naznachenie-vidy-sposoby/","2026-03-16 - 2026-06-14","27.00","0.00","0.00","21.52","","0.00","0.00","","0.00","0.00","","","","4.00","0.00","0.00","7.25","","23.00","0.00","0.00","24.00",""
"/catalog/karkasnye-doma/dk-175/","2026-03-16 - 2026-06-14","27.00","3.00","11.11","3.44","2.67","6.00","1.00","16.67","10.00","1.00","10.00","2.90","3.00","10.00","1.00","10.00","4.70","4.00","1.00","0.00","0.00","11.00",""
"/catalog/karkasnye-doma/karkasnyij-dom-kp-12/","2026-03-16 - 2026-06-14","25.00","0.00","0.00","6.36","","0.00","0.00","","5.00","0.00","0.00","2.80","","18.00","0.00","0.00","6.83","","2.00","0.00","0.00","11.00",""
"/articles/stroitelstvo/rasprostranyonnye-mify-o-karkasnyh-domah/","2026-03-16 - 2026-06-14","25.00","0.00","0.00","9.48","","0.00","0.00","","2.00","0.00","0.00","2.00","","14.00","0.00","0.00","7.64","","9.00","0.00","0.00","14.00",""
"/catalog/doma-pod-klyuch/pk-6/","2026-03-16 - 2026-06-14","25.00","3.00","12.00","2.72","1.00","7.00","3.00","42.86","11.00","0.00","0.00","2.18","","6.00","0.00","0.00","4.17","","1.00","0.00","0.00","12.00",""
"/articles/remont-i-otdelka/kamennyj-sajding-v-otdelke-fasada-karkasnogo-doma/","2026-03-16 - 2026-06-14","25.00","0.00","0.00","9.48","","0.00","0.00","","2.00","0.00","0.00","3.00","","12.00","0.00","0.00","7.17","","11.00","0.00","0.00","13.18",""
"/articles/fundamenty/otmostka-vokrug-derevyannogo-doma-znachenie-i-funkcii/","2026-03-16 - 2026-06-14","25.00","0.00","0.00","7.88","","0.00","0.00","","1.00","0.00","0.00","3.00","","21.00","0.00","0.00","7.62","","3.00","0.00","0.00","11.33",""
"/catalog/karkasnye-doma/dk-140/","2026-03-16 - 2026-06-14","24.00","1.00","4.17","7.17","2.00","0.00","0.00","","5.00","1.00","20.00","2.80","2.00","13.00","0.00","0.00","6.62","","6.00","0.00","0.00","12.00",""
"/articles/stroitelstvo/cherdachnoe-pomeshenie-odnoetazhnogo-doma/","2026-03-16 - 2026-06-14","24.00","2.00","8.33","7.88","7.00","0.00","0.00","","1.00","0.00","0.00","3.00","","19.00","2.00","10.53","7.00","7.00","4.00","0.00","0.00","13.25",""
"/katalog/karkasnyie-doma?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Master-SPB-CPL-2|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","24.00","24.00","100.00","5.92","5.92","0.00","0.00","","0.00","0.00","","","","24.00","24.00","100.00","5.92","5.92","0.00","0.00","","",""
"/articles/stroitelstvo/perevozka-i-hranenie-brusa-na-uchastke/","2026-03-16 - 2026-06-14","24.00","1.00","4.17","19.71","7.00","0.00","0.00","","0.00","0.00","","","","9.00","1.00","11.11","7.33","7.00","15.00","0.00","0.00","27.13",""
"/catalog/karkasnye-doma/dk-157/","2026-03-16 - 2026-06-14","24.00","0.00","0.00","8.13","","0.00","0.00","","3.00","0.00","0.00","3.00","","18.00","0.00","0.00","7.28","","3.00","0.00","0.00","18.33",""
"/articles/stroitelstvo/razmeshenie-pechi-otoplenia-v-dome/","2026-03-16 - 2026-06-14","24.00","2.00","8.33","12.42","5.50","0.00","0.00","","1.00","1.00","100.00","3.00","3.00","12.00","1.00","8.33","7.00","8.00","11.00","0.00","0.00","19.18",""
"/portfolio/karkasnye-doma/karkasnyy-dom-v-telmana/","2026-03-16 - 2026-06-14","24.00","0.00","0.00","10.88","","0.00","0.00","","0.00","0.00","","","","17.00","0.00","0.00","8.12","","7.00","0.00","0.00","17.57",""
"/articles/stroitelstvo/pozharobezopasnost-karkasnih-domov/","2026-03-16 - 2026-06-14","24.00","0.00","0.00","14.08","","0.00","0.00","","0.00","0.00","","","","6.00","0.00","0.00","8.33","","18.00","0.00","0.00","16.00",""
"/catalog/karkasnye-doma/karkasnyij-dom-kp-14/","2026-03-16 - 2026-06-14","24.00","3.00","12.50","6.67","1.33","2.00","2.00","100.00","4.00","1.00","25.00","2.50","2.00","14.00","0.00","0.00","7.21","","4.00","0.00","0.00","11.75",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-81/","2026-03-16 - 2026-06-14","23.00","2.00","8.70","5.57","1.50","1.00","1.00","100.00","5.00","1.00","20.00","2.20","2.00","12.00","0.00","0.00","5.08","","5.00","0.00","0.00","11.00",""
"/articles/stroitelstvo/vodostok-v-derevyannom-dome/","2026-03-16 - 2026-06-14","23.00","0.00","0.00","10.35","","0.00","0.00","","0.00","0.00","","","","12.00","0.00","0.00","8.92","","11.00","0.00","0.00","11.91",""
"/catalog/karkasnye-doma/dk-181/","2026-03-16 - 2026-06-14","23.00","7.00","30.43","3.22","2.57","2.00","0.00","0.00","12.00","5.00","41.67","2.58","2.00","9.00","2.00","22.22","4.56","4.00","0.00","0.00","","",""
"/portfolio/karkasnye-doma/barnkhaus-v-kp-verkhnyaya-dacha/","2026-03-16 - 2026-06-14","23.00","1.00","4.35","9.39","9.00","0.00","0.00","","2.00","0.00","0.00","2.00","","17.00","1.00","5.88","9.41","9.00","4.00","0.00","0.00","13.00",""
"/catalog/doma-pod-klyuch/5-9mln/page-2/","2026-03-16 - 2026-06-14","22.00","8.00","36.36","2.09","1.00","8.00","8.00","100.00","11.00","0.00","0.00","2.09","","3.00","0.00","0.00","5.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dachnye/","2026-03-16 - 2026-06-14","22.00","0.00","0.00","5.73","","0.00","0.00","","12.00","0.00","0.00","2.75","","7.00","0.00","0.00","5.00","","3.00","0.00","0.00","19.33",""
"/catalog/karkasnye-doma/12x7/","2026-03-16 - 2026-06-14","22.00","0.00","0.00","7.55","","0.00","0.00","","0.00","0.00","","","","20.00","0.00","0.00","7.15","","2.00","0.00","0.00","11.50",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-43/","2026-03-16 - 2026-06-14","21.00","0.00","0.00","5.57","","3.00","0.00","0.00","6.00","0.00","0.00","2.17","","8.00","0.00","0.00","6.88","","4.00","0.00","0.00","11.50",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-34/","2026-03-16 - 2026-06-14","21.00","1.00","4.76","4.52","3.00","5.00","0.00","0.00","6.00","1.00","16.67","2.50","3.00","8.00","0.00","0.00","6.25","","2.00","0.00","0.00","12.50",""
"/catalog/karkasnye-doma/karkasnyij-dom-1/","2026-03-16 - 2026-06-14","21.00","3.00","14.29","6.67","2.00","5.00","1.00","20.00","3.00","2.00","66.67","2.33","2.50","6.00","0.00","0.00","5.67","","7.00","0.00","0.00","13.43",""
"/articles/fundamenty/kak-pravilno-sdelat-gidroizolyaciyu-fundamenta-v-derevyannom-dome/","2026-03-16 - 2026-06-14","21.00","0.00","0.00","13.71","","0.00","0.00","","0.00","0.00","","","","10.00","0.00","0.00","8.40","","11.00","0.00","0.00","18.55",""
"/catalog/karkasnye-doma/dk-204/","2026-03-16 - 2026-06-14","21.00","0.00","0.00","5.19","","0.00","0.00","","1.00","0.00","0.00","2.00","","19.00","0.00","0.00","4.89","","1.00","0.00","0.00","14.00",""
"/catalog/karkasnye-doma/dk-97/","2026-03-16 - 2026-06-14","21.00","0.00","0.00","11.05","","0.00","0.00","","0.00","0.00","","","","7.00","0.00","0.00","8.86","","14.00","0.00","0.00","12.14",""
"/catalog/doma-pod-klyuch/pk-178/","2026-03-16 - 2026-06-14","21.00","0.00","0.00","11.05","","0.00","0.00","","0.00","0.00","","","","8.00","0.00","0.00","9.75","","13.00","0.00","0.00","11.85",""
"/catalog/karkasnye-doma/7x6/","2026-03-16 - 2026-06-14","21.00","6.00","28.57","2.81","1.33","7.00","5.00","71.43","9.00","1.00","11.11","2.44","3.00","5.00","0.00","0.00","6.00","","0.00","0.00","","",""
"/articles/stroitelstvo/znachenie-tochki-rosy-dlja-karkasnogo-doma/","2026-03-16 - 2026-06-14","20.00","0.00","0.00","11.30","","0.00","0.00","","0.00","0.00","","","","6.00","0.00","0.00","9.00","","14.00","0.00","0.00","12.29",""
"/catalog/doma-iz-brusa/polutoraetazhnye/","2026-03-16 - 2026-06-14","20.00","0.00","0.00","5.35","","0.00","0.00","","0.00","0.00","","","","18.00","0.00","0.00","4.61","","2.00","0.00","0.00","12.00",""
"/articles/stroitelstvo/vodootvedenie-v-karkasnom-dome/","2026-03-16 - 2026-06-14","20.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","14.00","0.00","0.00","7.86","","6.00","0.00","0.00","11.67",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-40/","2026-03-16 - 2026-06-14","20.00","1.00","5.00","7.15","2.00","0.00","0.00","","4.00","1.00","25.00","2.50","2.00","12.00","0.00","0.00","7.00","","4.00","0.00","0.00","12.25",""
"/portfolio/karkasnye-doma/karkasnyj-dom-12.5-na-8.5-usadba-v-vartemyagah/","2026-03-16 - 2026-06-14","20.00","1.00","5.00","7.85","19.00","1.00","0.00","0.00","1.00","0.00","0.00","2.00","","15.00","0.00","0.00","7.33","","3.00","1.00","33.33","14.67","19.00"
"/catalog/karkasnye-doma/dk-112/","2026-03-16 - 2026-06-14","20.00","0.00","0.00","7.05","","0.00","0.00","","3.00","0.00","0.00","2.33","","14.00","0.00","0.00","7.21","","3.00","0.00","0.00","11.00",""
"/katalog/karkasnyie-doma/dk-128?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","20.00","20.00","100.00","6.25","6.25","0.00","0.00","","0.00","0.00","","","","20.00","20.00","100.00","6.25","6.25","0.00","0.00","","",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-37/","2026-03-16 - 2026-06-14","20.00","5.00","25.00","6.35","1.60","2.00","2.00","100.00","3.00","3.00","100.00","2.00","2.00","11.00","0.00","0.00","6.73","","4.00","0.00","0.00","11.25",""
"/catalog/doma-iz-brusa/odnoskatnaya/","2026-03-16 - 2026-06-14","20.00","0.00","0.00","5.75","","0.00","0.00","","5.00","0.00","0.00","2.40","","13.00","0.00","0.00","6.23","","2.00","0.00","0.00","11.00",""
"/articles/vybiraem/chto-luchshe-kupit-ili-postroit-dom/","2026-03-16 - 2026-06-14","19.00","0.00","0.00","29.47","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","19.00","0.00","0.00","29.47",""
"/catalog/karkasnye-doma/karkasnyij-dom-9-na-10-dk-82/","2026-03-16 - 2026-06-14","19.00","5.00","26.32","4.16","2.20","4.00","3.00","75.00","5.00","0.00","0.00","2.40","","9.00","2.00","22.22","5.67","4.00","1.00","0.00","0.00","12.00",""
"/articles/stroitelstvo/kombinirovannyie-doma-iz-brusa/","2026-03-16 - 2026-06-14","19.00","2.00","10.53","10.68","5.50","1.00","1.00","100.00","1.00","0.00","0.00","3.00","","9.00","1.00","11.11","8.22","10.00","8.00","0.00","0.00","15.63",""
"/catalog/karkasnye-doma/dk-108/","2026-03-16 - 2026-06-14","19.00","5.00","26.32","5.53","3.60","1.00","0.00","0.00","5.00","3.00","60.00","3.00","3.00","10.00","2.00","20.00","5.30","4.50","3.00","0.00","0.00","12.00",""
"/portfolio/karkasnye-doma/dom-v-p-chashcha/","2026-03-16 - 2026-06-14","19.00","0.00","0.00","10.42","","0.00","0.00","","0.00","0.00","","","","10.00","0.00","0.00","6.60","","9.00","0.00","0.00","14.67",""
"/articles/stroitelstvo/zakazat-dachny-karkasny-dom-zimniaya-komplektacia/","2026-03-16 - 2026-06-14","19.00","0.00","0.00","6.58","","0.00","0.00","","2.00","0.00","0.00","3.00","","15.00","0.00","0.00","6.47","","2.00","0.00","0.00","11.00",""
"/catalog/karkasnye-doma/dk-115/","2026-03-16 - 2026-06-14","19.00","0.00","0.00","6.21","","0.00","0.00","","3.00","0.00","0.00","2.33","","15.00","0.00","0.00","6.67","","1.00","0.00","0.00","11.00",""
"/catalog/karkasnye-doma/dk-94/","2026-03-16 - 2026-06-14","19.00","3.00","15.79","8.37","1.33","3.00","2.00","66.67","3.00","1.00","33.33","2.33","2.00","10.00","0.00","0.00","7.40","","3.00","0.00","0.00","25.00",""
"/portfolio/karkasnye-doma/dom-196-3-m2-v-der-novosergievka/","2026-03-16 - 2026-06-14","18.00","0.00","0.00","12.72","","0.00","0.00","","0.00","0.00","","","","8.00","0.00","0.00","8.75","","10.00","0.00","0.00","15.90",""
"/portfolio/karkasnye-doma/karkasnyij-dom-6x8-s-voronim-kryilom/","2026-03-16 - 2026-06-14","18.00","7.00","38.89","2.83","2.14","6.00","2.00","33.33","9.00","5.00","55.56","2.33","2.60","3.00","0.00","0.00","8.00","","0.00","0.00","","",""
"/articles/stroitelstvo/zvukoizolyaciya-v-dome-iz-brusa/","2026-03-16 - 2026-06-14","18.00","0.00","0.00","14.78","","0.00","0.00","","0.00","0.00","","","","4.00","0.00","0.00","8.50","","14.00","0.00","0.00","16.57",""
"/articles/osobennosti-i-sovety/komplektacii-karkasnyh-domov-raznovidnosti-i-ih-osnovnye-osobennosti/","2026-03-16 - 2026-06-14","18.00","1.00","5.56","7.06","4.00","0.00","0.00","","3.00","0.00","0.00","3.00","","12.00","1.00","8.33","6.92","4.00","3.00","0.00","0.00","11.67",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-62/","2026-03-16 - 2026-06-14","18.00","2.00","11.11","5.67","2.50","1.00","1.00","100.00","3.00","0.00","0.00","2.33","","13.00","1.00","7.69","6.23","4.00","1.00","0.00","0.00","13.00",""
"/articles/stroitelstvo/kakoj-brus-vybrat-dlya-stroitelstva-doma/","2026-03-16 - 2026-06-14","18.00","0.00","0.00","10.33","","0.00","0.00","","0.00","0.00","","","","9.00","0.00","0.00","6.67","","9.00","0.00","0.00","14.00",""
